Tactic_A,Tactic_B,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,logRR_norm,phi_norm,Score_default,Score_minus_conf
Multitask Scheduling,Quantization,1,41,3,175,220,4,42,0.5785688077344482,0.34550164334060707,0.020460291932530433,0.5742438185894343,0.17105263157894732,0.020460291932530433,0.004448824457449208,0.007689361054340026
Pretraining,Quantization,1,41,3,175,220,4,42,0.5785688077344482,0.34550164334060707,0.020460291932530433,0.5742438185894343,0.17105263157894732,0.020460291932530433,0.004448824457449208,0.007689361054340026
Training loss function selection or adaptation,Adversarial training,1,27,5,187,220,6,28,0.5785688077344482,0.3158529494184771,0.01979206924613397,0.5626045885607384,0.1566265060240963,0.01979206924613397,0.004249470561798126,0.0073447972047406855
Adversarial training,Training loss function selection or adaptation,1,5,27,187,220,28,6,0.5785688077344482,0.2783796797894675,0.01979206924613397,0.5626045885607384,0.13829787234042556,0.01979206924613397,0.0038079808311536267,0.006581725077894997
Quantization,Pretraining,1,3,41,175,220,42,4,0.5785688077344482,0.27541197985996646,0.020460291932530433,0.5742438185894343,0.13684210526315785,0.020460291932530433,0.0036541176387901923,0.006315787491377104
Quantization,Input modification,1,3,41,175,220,42,4,0.5785688077344482,0.27541197985996646,0.020460291932530433,0.5742438185894343,0.13684210526315785,0.020460291932530433,0.0036541176387901923,0.006315787491377104
Quantization,Frame rate reduction,1,3,41,175,220,42,4,0.5785688077344482,0.27541197985996646,0.020460291932530433,0.5742438185894343,0.13684210526315785,0.020460291932530433,0.0036541176387901923,0.006315787491377104
Quantization,ADMM-based compression,1,3,41,175,220,42,4,0.5785688077344482,0.27541197985996646,0.020460291932530433,0.5742438185894343,0.13684210526315785,0.020460291932530433,0.0036541176387901923,0.006315787491377104
Quantization,Training with adversarial noise,1,3,41,175,220,42,4,0.5785688077344482,0.27541197985996646,0.020460291932530433,0.5742438185894343,0.13684210526315785,0.020460291932530433,0.0036541176387901923,0.006315787491377104
Quantization,Multitask Scheduling,1,3,41,175,220,42,4,0.5785688077344482,0.27541197985996646,0.020460291932530433,0.5742438185894343,0.13684210526315785,0.020460291932530433,0.0036541176387901923,0.006315787491377104
Network partitioning,Quantization,2,40,7,171,220,9,42,0.7264164282148935,0.19135096351334885,0.016454873987073217,0.682494522629618,0.09538461538461539,0.016454873987073217,0.0022463537069965225,0.003092377346857016
Regularization training,Quantization,2,40,7,171,220,9,42,0.7264164282148935,0.19135096351334885,0.016454873987073217,0.682494522629618,0.09538461538461539,0.016454873987073217,0.0022463537069965225,0.003092377346857016
Concurrent processing hardware,Quantization,2,40,7,171,220,9,42,0.7264164282148935,0.19135096351334885,0.016454873987073217,0.682494522629618,0.09538461538461539,0.016454873987073217,0.0022463537069965225,0.003092377346857016
Quantization,Regularization training,2,7,40,171,220,42,9,0.7264164282148935,0.15890128258585617,0.016454873987073217,0.682494522629618,0.07928388746803072,0.016454873987073217,0.001922962299865169,0.00264718999347342
Quantization,Network partitioning,2,7,40,171,220,42,9,0.7264164282148935,0.15890128258585617,0.016454873987073217,0.682494522629618,0.07928388746803072,0.016454873987073217,0.001922962299865169,0.00264718999347342
Quantization,Concurrent processing hardware,2,7,40,171,220,42,9,0.7264164282148935,0.15890128258585617,0.016454873987073217,0.682494522629618,0.07928388746803072,0.016454873987073217,0.001922962299865169,0.00264718999347342
Finetuning ,Width adjustment,1,15,11,193,220,12,16,0.6029767479852559,0.14763599880606448,0.00980981157911289,0.6056468317477943,0.07368421052631573,0.00980981157911289,0.0018273586285517639,0.0030305623469853047
External computational offloading,Width adjustment,1,15,11,193,220,12,16,0.6029767479852559,0.14763599880606448,0.00980981157911289,0.6056468317477943,0.07368421052631573,0.00980981157911289,0.0018273586285517639,0.0030305623469853047
Training optimization algorithm selection or adaptation,Width adjustment,1,15,11,193,220,12,16,0.6029767479852559,0.14763599880606448,0.00980981157911289,0.6056468317477943,0.07368421052631573,0.00980981157911289,0.0018273586285517639,0.0030305623469853047
Width adjustment,Finetuning ,1,11,15,193,220,16,12,0.6029767479852559,0.1445812288111077,0.00980981157911289,0.6056468317477943,0.0721649484536083,0.00980981157911289,0.001794107904876148,0.0029754180586081536
Width adjustment,External computational offloading,1,11,15,193,220,16,12,0.6029767479852559,0.1445812288111077,0.00980981157911289,0.6056468317477943,0.0721649484536083,0.00980981157911289,0.001794107904876148,0.0029754180586081536
Width adjustment,Training optimization algorithm selection or adaptation,1,11,15,193,220,16,12,0.6029767479852559,0.1445812288111077,0.00980981157911289,0.6056468317477943,0.0721649484536083,0.00980981157911289,0.001794107904876148,0.0029754180586081536
Architecture design through math. optimization,Quantization,1,41,4,174,220,5,42,0.6194325242901088,0.057819570888826236,0.0035274520709934385,1.0,0.02890173410404625,0.0035274520709934385,0.0,0.0
TPU SoC or Accelerator Hardware ,Quantization,1,41,5,173,220,6,42,0.652954895879392,-0.16532398042538354,-0.010328394555983302,1.0,-0.08247422680412372,-0.010328394555983302,0.0,0.0
Width adjustment,Pruning,1,22,15,182,220,16,23,0.7216534631713294,-0.5603406882933714,-0.03848483325964998,1.0,-0.27306273062730635,-0.03848483325964998,0.0,0.0
Quantization,Distillation learning,2,9,40,169,220,42,11,0.7613949689932643,-0.05129329438755046,-0.005306626834567588,1.0,-0.025641025641025605,-0.005306626834567588,0.0,0.0
Pruning,Concurrent processing hardware,1,8,22,189,220,23,9,0.6167877649096681,0.06359110278153135,0.004431837611210836,1.0,0.03178484107579466,0.004431837611210836,0.0,0.0
Quantization,Closed-loop learning,1,5,41,173,220,42,6,0.652954895879392,-0.13935552091051137,-0.010328394555983302,1.0,-0.06956521739130436,-0.010328394555983302,0.0,0.0
Finetuning ,Adversarial training,1,27,11,181,220,12,28,0.7053656506920505,-0.4726044109457929,-0.03166693777597462,1.0,-0.23199999999999998,-0.03166693777597462,0.0,0.0
Pruning,Neural architecture search,1,9,22,188,220,23,10,0.6361632711932032,-0.04652001563489282,-0.0032418530255542794,1.0,-0.02325581395348835,-0.0032418530255542794,0.0,0.0
Distillation learning,Quantization,2,40,9,169,220,11,42,0.7613949689932643,-0.05996346476755729,-0.005306626834567588,1.0,-0.02997275204359676,-0.005306626834567588,0.0,0.0
Meta-learning,Adversarial training,1,27,9,183,220,10,28,0.672263944058872,-0.2719337154836418,-0.017857142857142856,1.0,-0.13513513513513517,-0.017857142857142856,0.0,0.0
Heuristics-driven augmentation,Quantization,1,41,5,173,220,6,42,0.652954895879392,-0.16532398042538354,-0.010328394555983302,1.0,-0.08247422680412372,-0.010328394555983302,0.0,0.0
Specific model type selection,Quantization,1,41,4,174,220,5,42,0.6194325242901088,0.057819570888826236,0.0035274520709934385,1.0,0.02890173410404625,0.0035274520709934385,0.0,0.0
Depth adjustment,Pruning,1,22,12,185,220,13,23,0.6842404999819327,-0.33719713697916154,-0.022624198957189947,1.0,-0.1670190274841438,-0.022624198957189947,0.0,0.0
Depth adjustment,Quantization,2,40,11,167,220,13,42,0.7893961066981546,-0.2606341602297084,-0.02363275594432972,1.0,-0.12958435207823962,-0.02363275594432972,0.0,0.0
Neural architecture search,Quantization,2,40,8,170,220,10,42,0.7449409270762635,0.057819570888826236,0.005047608952411238,1.0,0.02890173410404625,0.005047608952411238,0.0,0.0
Neural architecture search,Pruning,1,22,9,188,220,10,23,0.6361632711932032,-0.04951506452738056,-0.0032418530255542794,1.0,-0.02475247524752475,-0.0032418530255542794,0.0,0.0
New or specific layer module,Quantization,1,41,5,173,220,6,42,0.652954895879392,-0.16532398042538354,-0.010328394555983302,1.0,-0.08247422680412372,-0.010328394555983302,0.0,0.0
Integer-only operations,Pruning,1,22,11,186,220,12,23,0.669632579485788,-0.2501857599895318,-0.01665208831089116,1.0,-0.12444444444444448,-0.01665208831089116,0.0,0.0
Pruning,Depth adjustment,1,12,22,185,220,23,13,0.6842404999819327,-0.3232730175544834,-0.022624198957189947,1.0,-0.1602434077079107,-0.022624198957189947,0.0,0.0
Quantization,Heuristics-driven augmentation,1,5,41,173,220,42,6,0.652954895879392,-0.13935552091051137,-0.010328394555983302,1.0,-0.06956521739130436,-0.010328394555983302,0.0,0.0
Quantization,Architecture design through math. optimization,1,4,41,174,220,42,5,0.6194325242901088,0.047628048989254664,0.0035274520709934385,1.0,0.02380952380952383,0.0035274520709934385,0.0,0.0
Quantization,New or specific layer module,1,5,41,173,220,42,6,0.652954895879392,-0.13935552091051137,-0.010328394555983302,1.0,-0.06956521739130436,-0.010328394555983302,0.0,0.0
Task-level parallelism on CNN layer-level,Quantization,1,41,8,170,220,9,42,0.7264164282148935,-0.6353276096711191,-0.04193338854770271,1.0,-0.30739299610894943,-0.04193338854770271,0.0,0.0
Distillation learning,Pruning,1,22,10,187,220,11,23,0.6536821375464908,-0.15487558018520695,-0.010224625810748945,1.0,-0.07728337236533962,-0.010224625810748945,0.0,0.0
Concurrent processing hardware,Pruning,1,22,8,189,220,9,23,0.6167877649096681,0.06826797112900287,0.004431837611210836,1.0,0.034120734908136476,0.004431837611210836,0.0,0.0
Adversarial training,Meta-learning,1,9,27,183,220,28,10,0.672263944058872,-0.25131442828090594,-0.017857142857142856,1.0,-0.12499999999999993,-0.017857142857142856,0.0,0.0
Quantization,TPU SoC or Accelerator Hardware ,1,5,41,173,220,42,6,0.652954895879392,-0.13935552091051137,-0.010328394555983302,1.0,-0.06956521739130436,-0.010328394555983302,0.0,0.0
Containerization,Quantization,1,41,4,174,220,5,42,0.6194325242901088,0.057819570888826236,0.0035274520709934385,1.0,0.02890173410404625,0.0035274520709934385,0.0,0.0
Sensor or input data fusion,Quantization,1,41,6,172,220,7,42,0.6811693558642826,-0.3476455372193383,-0.02216451597308997,1.0,-0.172093023255814,-0.02216451597308997,0.0,0.0
Training optimization algorithm selection or adaptation,Quantization,2,40,10,168,220,12,42,0.7761240006440187,-0.16532398042538354,-0.01481572939424062,1.0,-0.08247422680412372,-0.01481572939424062,0.0,0.0
Adversarial training,Finetuning ,1,11,27,181,220,28,12,0.7053656506920505,-0.4432054360910115,-0.03166693777597462,1.0,-0.2180451127819549,-0.03166693777597462,0.0,0.0
Quantization,Depth adjustment,2,11,40,167,220,42,13,0.7893961066981546,-0.22796283775015858,-0.02363275594432972,1.0,-0.1134903640256959,-0.02363275594432972,0.0,0.0
Regularization training,Pruning,1,22,8,189,220,9,23,0.6167877649096681,0.06826797112900287,0.004431837611210836,1.0,0.034120734908136476,0.004431837611210836,0.0,0.0
Quantization,Neural architecture search,2,8,40,170,220,42,10,0.7449409270762635,0.04879016416943204,0.005047608952411238,1.0,0.024390243902439043,0.005047608952411238,0.0,0.0
Pruning,Integer-only operations,1,11,22,186,220,23,12,0.669632579485788,-0.23841102344499823,-0.01665208831089116,1.0,-0.1186440677966102,-0.01665208831089116,0.0,0.0
Quantization,Specific model type selection,1,4,41,174,220,42,5,0.6194325242901088,0.047628048989254664,0.0035274520709934385,1.0,0.02380952380952383,0.0035274520709934385,0.0,0.0
Quantization,Containerization,1,4,41,174,220,42,5,0.6194325242901088,0.047628048989254664,0.0035274520709934385,1.0,0.02380952380952383,0.0035274520709934385,0.0,0.0
Quantization,Sensor or input data fusion,1,6,41,172,220,42,7,0.6811693558642826,-0.2981900500501961,-0.02216451597308997,1.0,-0.14800000000000005,-0.02216451597308997,0.0,0.0
Quantization,Training optimization algorithm selection or adaptation,2,10,40,168,220,42,12,0.7761240006440187,-0.14310084364067344,-0.01481572939424062,1.0,-0.07142857142857148,-0.01481572939424062,0.0,0.0
Pruning,Width adjustment,1,15,22,182,220,23,16,0.7216534631713294,-0.5455111817538808,-0.03848483325964998,1.0,-0.2661870503597123,-0.03848483325964998,0.0,0.0
Closed-loop learning,Quantization,1,41,5,173,220,6,42,0.652954895879392,-0.16532398042538354,-0.010328394555983302,1.0,-0.08247422680412372,-0.010328394555983302,0.0,0.0
Quantization,Task-level parallelism on CNN layer-level,1,8,41,170,220,42,9,0.7264164282148935,-0.5589385105644609,-0.04193338854770271,1.0,-0.2724137931034484,-0.04193338854770271,0.0,0.0
Pruning,Distillation learning,1,10,22,187,220,23,11,0.6536821375464908,-0.14660347419187525,-0.010224625810748945,1.0,-0.073170731707317,-0.010224625810748945,0.0,0.0
Pruning,Regularization training,1,8,22,189,220,23,9,0.6167877649096681,0.06359110278153135,0.004431837611210836,1.0,0.03178484107579466,0.004431837611210836,0.0,0.0
Quantization,Width adjustment,2,14,40,164,220,42,16,0.8223957501856355,-0.4502010019495559,-0.04696542573365449,0.7425414871308019,-0.22137404580152675,-0.04696542573365449,-0.004754918529530867,-0.0057817887901993196
Width adjustment,Quantization,2,40,14,164,220,16,42,0.8223957501856355,-0.5017962170465965,-0.04696542573365449,0.7425414871308019,-0.2457627118644068,-0.04696542573365449,-0.005187080520122419,-0.006307280307505923
Quantization,Sparsification,1,9,41,169,220,42,10,0.7449409270762635,-0.6690496289808848,-0.05047608952411238,0.6915231144031834,-0.3225806451612903,-0.05047608952411238,-0.0074197592553401455,-0.009960198165592996
Sparsification,Quantization,1,41,9,169,220,10,42,0.7449409270762635,-0.7531106453275026,-0.05047608952411238,0.6915231144031834,-0.3597122302158274,-0.05047608952411238,-0.008158272720607528,-0.010951570015930032
Quantization,External computational offloading,1,11,41,167,220,42,12,0.7761240006440187,-0.8609406367909902,-0.06574479918694276,0.4701860095775756,-0.40571428571428575,-0.06574479918694276,-0.019986671034422133,-0.025751904357857024
External computational offloading,Quantization,1,41,11,167,220,12,42,0.7761240006440187,-0.9537813407896537,-0.06574479918694276,0.4701860095775756,-0.44375,-0.06574479918694276,-0.02159912762574459,-0.02782948035084843
Pruning,Post-training quantization,0,1,23,196,220,23,1,0.2736491391955218,,-0.023089192656172482,1.0,,-0.023089192656172482,,
Pruning,Mixed-precision compression,0,6,23,191,220,23,6,0.5430384413191546,,-0.05721363531901127,1.0,,-0.05721363531901127,,
Pruning,Parameter amount reduction,0,2,23,195,220,23,2,0.36374466889678037,,-0.03272785602447888,1.0,,-0.03272785602447888,,
Pruning,Binary and ternary weights training,0,1,23,196,220,23,1,0.2736491391955218,,-0.023089192656172482,1.0,,-0.023089192656172482,,
Pruning,Quantization-aware training,0,4,23,193,220,23,4,0.4724144270085936,,-0.046497962726285716,1.0,,-0.046497962726285716,,
Pruning,Binary weights and activations,0,6,23,191,220,23,6,0.5430384413191546,,-0.05721363531901127,1.0,,-0.05721363531901127,,
